DKS	16618.0	MMA	14177.0	SSF	17506.0	A	13489.0	MM	2015-04-06T18:29:21-04:00	4 - DICKS SPORTING GOODS INC (0001089063) (Issuer)	False	SVP, Chief Accounting Officer	Oliver Joseph	http://www.sec.gov/Archives/edgar/data/1089063/000108906315000038/xslF345X03/wf-form4_142835935163393.xml
JMBA	4998.0	M	4998.0	SSS	0		4998.0	M	2015-04-06T17:21:12-04:00	4 - JAMBA, INC. (0001316898) (Issuer)	True	President and CEO	WHITE JAMES D	http://www.sec.gov/Archives/edgar/data/1280940/000114420415021389/xslF345X03/form474084_20150406052049-.xml
AVEO	0		0		23059.0	A	0		2015-04-06T17:19:41-04:00	4 - AVEO PHARMACEUTICALS INC (0001325879) (Issuer)	True	No Title	HA NGOC TUAN	http://www.sec.gov/Archives/edgar/data/1241221/000120919115032706/xslF345X03/doc4.xml
BDR	0		0		10000.0	A	0		2015-04-06T17:18:31-04:00	4 - BLONDER TONGUE LABORATORIES INC (0001000683) (Issuer)	True	No Title	Shea Steven L	http://www.sec.gov/Archives/edgar/data/1000683/000114036115014568/xslF345X03/doc1.xml
PVH	468.0	A	0		0		0		2015-04-06T17:17:56-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	Chief Risk Officer	STEINER MELANIE	http://www.sec.gov/Archives/edgar/data/78239/000155303415000001/xslF345X03/edgar.xml
ISIG	9000.0	P	0		0		0		2015-04-06T17:17:13-04:00	4 - INSIGNIA SYSTEMS INC/MN (0000875355) (Issuer)	False	No Title	AIR T INC	http://www.sec.gov/Archives/edgar/data/353184/000035318415000020/xslF345X03/primary_doc.xml
PVH	4877.0	AA	885.0	FF	7000.0	A	0		2015-04-06T17:16:29-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	President & CEO, Calvin Klein	SHIFFMAN STEVEN B	http://www.sec.gov/Archives/edgar/data/78239/000007823915000009/xslF345X03/edgar.xml
UIL	0		0		528.637	A	0		2015-04-06T17:16:13-04:00	4 - UIL HOLDINGS CORP (0001082510) (Issuer)	False	Exec VP & CFO	NICHOLAS RICHARD J	http://www.sec.gov/Archives/edgar/data/1082510/000114036115014567/xslF345X03/doc1.xml
PVH	6968.0	AA	1481.0	FF	14000.0	A	0		2015-04-06T17:15:04-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	EVP, COO and CFO	Shaffer Michael A	http://www.sec.gov/Archives/edgar/data/78239/000132009715000002/xslF345X03/edgar.xml
SPF	35952.0	M	35952.0	S	0		35952.0	M	2015-04-06T17:13:46-04:00	4 - STANDARD PACIFIC CORP /DE/ (0000878560) (Issuer)	False	Chief Executive Officer	STOWELL SCOTT D	http://www.sec.gov/Archives/edgar/data/878560/000087856015000063/xslF345X03/edgardoc.xml
FDS	4500.0	M	4500.0	S	0		4500.0	M	2015-04-06T17:13:20-04:00	4 - FACTSET RESEARCH SYSTEMS INC (0001013237) (Issuer)	True	No Title	BILLEADEAU SCOTT A	http://www.sec.gov/Archives/edgar/data/1013237/000143774915006937/xslF345X03/rdgdoc.xml
BDR	0		0		9166.0	A	0		2015-04-06T17:13:17-04:00	4 - BLONDER TONGUE LABORATORIES INC (0001000683) (Issuer)	False	No Title	WILLIAMS JAMES H /NJ/	http://www.sec.gov/Archives/edgar/data/1000683/000114036115014563/xslF345X03/doc1.xml
PVH	1396.0	A	113.0	F	3500.0	A	0		2015-04-06T17:13:12-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	SVP, Treasurer, Investor Rel.	PERLMAN DANA	http://www.sec.gov/Archives/edgar/data/78239/000151738015000001/xslF345X03/edgar.xml
RLGT	250000.0	M	117764.0	F	0		250000.0	M	2015-04-06T17:12:29-04:00	4 - RADIANT LOGISTICS, INC (0001171155) (Issuer)	True	Chief Executive Officer	CRAIN BOHN H	http://www.sec.gov/Archives/edgar/data/1171155/000120919115032699/xslF345X03/doc4.xml
NETE	0		1500000.0	S	0		0		2015-04-06T17:12:15-04:00	4 - Net Element, Inc. (0001499961) (Issuer)	False	No Title	Gabbazova Anashkhan	http://www.sec.gov/Archives/edgar/data/1499961/000114420415021382/xslF345X03/v406685_4.xml
SRCL	0		0		10000.0	AA	0		2015-04-06T17:12:15-04:00	4 - STERICYCLE INC (0000861878) (Issuer)	False	Sr Counsel M & A	Schetz John P	http://www.sec.gov/Archives/edgar/data/861878/000156815015000024/xslF345X03/edgardoc.xml
UIL	0		0		31.304	A	0		2015-04-06T17:12:08-04:00	4 - UIL HOLDINGS CORP (0001082510) (Issuer)	False	VP Human Resources	Pivirotto Diane	http://www.sec.gov/Archives/edgar/data/1082510/000114036115014561/xslF345X03/doc1.xml
BDR	0		0		10000.0	A	0		2015-04-06T17:11:53-04:00	4 - BLONDER TONGUE LABORATORIES INC (0001000683) (Issuer)	True	No Title	WILLIAMS JAMES F	http://www.sec.gov/Archives/edgar/data/1000683/000114036115014559/xslF345X03/doc1.xml
PVH	1396.0	A	101.0	F	3500.0	A	0		2015-04-06T17:11:27-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	EVP, Human Resources	KOZEL DAVID F	http://www.sec.gov/Archives/edgar/data/78239/000127399915000001/xslF345X03/edgar.xml
PFPT	20000.0	M	20000.0	SS	0		20000.0	MM	2015-04-06T17:11:04-04:00	4 - PROOFPOINT INC (0001212458) (Issuer)	True	Chief Executive Officer	Steele Gary	http://www.sec.gov/Archives/edgar/data/1212458/000114036115014558/xslF345X03/doc1.xml
FNRN	0		1912.0	S	0		0		2015-04-06T17:11:01-04:00	4 - FIRST NORTHERN COMMUNITY BANCORP (0001114927) (Issuer)	True	No Title	ONSUM OWEN J	http://www.sec.gov/Archives/edgar/data/1114927/000114036115014557/xslF345X03/doc1.xml
BDR	0		0		10000.0	A	0		2015-04-06T17:10:53-04:00	4 - BLONDER TONGUE LABORATORIES INC (0001000683) (Issuer)	True	No Title	Dietz Charles E	http://www.sec.gov/Archives/edgar/data/1000683/000114036115014556/xslF345X03/doc1.xml
PVH	4656.0	A	324.0	F	11700.0	A	0		2015-04-06T17:09:49-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	CEO Tommy Hilfiger &PVH Europe	GRIEDER DANIEL	http://www.sec.gov/Archives/edgar/data/78239/000159045315000001/xslF345X03/edgar.xml
BDR	0		0		10000.0	A	0		2015-04-06T17:08:56-04:00	4 - BLONDER TONGUE LABORATORIES INC (0001000683) (Issuer)	True	No Title	SCHARMETT GARY P	http://www.sec.gov/Archives/edgar/data/1000683/000114036115014555/xslF345X03/doc1.xml
PVH	1396.0	A	94.0	F	3500.0	A	0		2015-04-06T17:08:37-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	SVP, Corporate Controller	GOLDSTEIN BRUCE	http://www.sec.gov/Archives/edgar/data/78239/000137664515000001/xslF345X03/edgar.xml
UIL	281.738	A	0		198.812	A	0		2015-04-06T17:08:18-04:00	4 - UIL HOLDINGS CORP (0001082510) (Issuer)	False	Sr VP , Gen Counsel, Corp Scty	Randell Linda L	http://www.sec.gov/Archives/edgar/data/1082510/000114036115014554/xslF345X03/doc1.xml
PDM	0		193.0	F	0		0		2015-04-06T17:08:12-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	False	EVP- Southwest Region	Pangburn Joseph H.	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000055/xslF345X03/wf-form4_142835448225492.xml
PDM	0		582.0	F	0		0		2015-04-06T17:07:59-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	False	EVP-Mid Atlantic	WIBERG ROBERT K	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000054/xslF345X03/wf-form4_142835446916044.xml
PDM	0		489.0	F	0		0		2015-04-06T17:07:41-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	False	EVP- RE Ops	Reddic Carroll A IV	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000053/xslF345X03/wf-form4_142835445108873.xml
PDM	0		489.0	F	0		0		2015-04-06T17:07:27-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	False	EVP- Cap Mkts	Owens Raymond Lee	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000052/xslF345X03/wf-form4_142835443740312.xml
PDM	0		293.0	F	0		0		2015-04-06T17:07:08-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	False	SVP- CAO	Moon Laura P	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000051/xslF345X03/wf-form4_142835441828566.xml
PDM	0		1367.0	F	0		0		2015-04-06T17:06:55-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	False	EVP-CFO	Bowers Robert E	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000050/xslF345X03/wf-form4_142835440516042.xml
PVH	0		888.0	F	0		0		2015-04-06T17:06:48-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	True	Exec. Chairman, Tommy Hilfiger	GEHRING FRED	http://www.sec.gov/Archives/edgar/data/78239/000149165015000002/xslF345X03/edgar.xml
PDM	0		4913.0	F	0		0		2015-04-06T17:06:39-04:00	4 - Piedmont Office Realty Trust, Inc. (0001042776) (Issuer)	True	President and CEO	Miller Donald A	http://www.sec.gov/Archives/edgar/data/1042776/000104277615000049/xslF345X03/wf-form4_142835438930810.xml
WLT	0		144.0	F	0		0		2015-04-06T17:05:20-04:00	4 - Walter Energy, Inc. (0000837173) (Issuer)	False	SVP - Human Resources	Lynch Thomas J	http://www.sec.gov/Archives/edgar/data/837173/000124752415000143/xslF345X03/edgar.xml
UTX	0		0		58520.0	AA	0		2015-04-06T17:05:13-04:00	4 - UNITED TECHNOLOGIES CORP /DE/ (0000101829) (Issuer)	False	President, Sikorsky Aircraft	LEDUC ROBERT F	http://www.sec.gov/Archives/edgar/data/101829/000122520815009665/xslF345X03/doc4.xml
PVH	1396.0	A	101.0	F	3500.0	A	0		2015-04-06T17:05:05-04:00	4 - PVH CORP. /DE/ (0000078239) (Issuer)	False	EVP, General Counsel & Sec.	FISCHER MARK D	http://www.sec.gov/Archives/edgar/data/78239/000124379215000003/xslF345X03/edgar.xml
BCEI	7852.0	A	0		7852.0	A	0		2015-04-06T17:03:20-04:00	4 - Bonanza Creek Energy, Inc. (0001509589) (Issuer)	False	No Title	Jaques Wade E	http://www.sec.gov/Archives/edgar/data/1509589/000156218015000265/xslF345X03/primarydocument.xml
LB	1413.0	A	0		25693.0	A	0		2015-04-06T17:03:19-04:00	4 - L Brands, Inc. (0000701985) (Issuer)	True	Chairman and CEO	Wexner Leslie H.	http://www.sec.gov/Archives/edgar/data/701985/000114036115014552/xslF345X03/doc1.xml
BCEI	14256.0	A	0		14256.0	A	0		2015-04-06T17:03:09-04:00	4 - Bonanza Creek Energy, Inc. (0001509589) (Issuer)	False	No Title	Humber Christopher	http://www.sec.gov/Archives/edgar/data/1509589/000156218015000264/xslF345X03/primarydocument.xml
PPRO	620.0	P	0		0		0		2015-04-06T17:02:48-04:00	4 - Patent Properties, Inc. (0001294649) (Issuer)	True	Vice Chairman and CEO	ELLENTHAL JONATHAN	http://www.sec.gov/Archives/edgar/data/1294649/000158412815000012/xslF345X03/edgar.xml
BCEI	22652.0	A	0		22652.0	A	0		2015-04-06T17:02:47-04:00	4 - Bonanza Creek Energy, Inc. (0001509589) (Issuer)	False	No Title	Cassidy William J.	http://www.sec.gov/Archives/edgar/data/1501708/000156218015000263/xslF345X03/primarydocument.xml
BCEI	34734.0	A	0		34734.0	A	0		2015-04-06T17:02:28-04:00	4 - Bonanza Creek Energy, Inc. (0001509589) (Issuer)	False	No Title	Carty Richard J	http://www.sec.gov/Archives/edgar/data/1509589/000156218015000262/xslF345X03/primarydocument.xml
BCEI	22652.0	A	0		22652.0	A	0		2015-04-06T17:02:18-04:00	4 - Bonanza Creek Energy, Inc. (0001509589) (Issuer)	False	No Title	Buchanon Anthony G	http://www.sec.gov/Archives/edgar/data/1509589/000156218015000261/xslF345X03/primarydocument.xml
TGC	0		0		18.0	JJJJJJJJJJJJJJJJJJ	0		2015-04-06T17:02:12-04:00	4 - TENGASCO INC (0001001614) (Issuer)	True	No Title	SALAS PETER E	http://www.sec.gov/Archives/edgar/data/1001614/000114036115014551/xslF345X03/doc1.xml
AVIV	0		36101.0	D	0		439289.0	DDDDDDDDD	2015-04-03T21:24:21-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	EVP, Administration	Chavez Leticia	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032552/xslF345X03/doc4.xml
AVIV	0		38298.0	D	0		48192.0	DDD	2015-04-03T21:23:08-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	CFO & Treasurer	Wetzel Mark L	http://www.sec.gov/Archives/edgar/data/1320868/000120919115032551/xslF345X03/doc4.xml
GE	0		0		2070.0	A	0		2015-04-03T21:22:53-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	SWIERINGA ROBERT J	http://www.sec.gov/Archives/edgar/data/40545/000120677415001169/xslF345X03/swieringa_form4.xml
AVIV	0		25042.0	D	0		286643.0	DDDDDDDDD	2015-04-03T21:22:48-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	Chief Accounting Officer	O'Neill Donna M.	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032550/xslF345X03/doc4.xml
GE	0		0		1783.0	A	0		2015-04-03T21:22:28-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	WARNER DOUGLAS A III	http://www.sec.gov/Archives/edgar/data/40545/000120677415001168/xslF345X03/warner_form4.xml
GE	0		0		1635.0	A	0		2015-04-03T21:22:21-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	SCHAPIRO MARY L	http://www.sec.gov/Archives/edgar/data/40545/000120677415001167/xslF345X03/schapiro_form4.xml
GE	0		0		2477.0	A	0		2015-04-03T21:22:10-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	DSOUZA  FRANCISCO	http://www.sec.gov/Archives/edgar/data/40545/000120677415001166/xslF345X03/dsouza.xml
AVIV	0		14550.0	D	0		28912.0	DDDDDDD	2015-04-03T21:20:43-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	BOBINS NORMAN	http://www.sec.gov/Archives/edgar/data/1228101/000120919115032549/xslF345X03/doc4.xml
AVIV	0		12323.0	D	0		0		2015-04-03T21:20:34-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	O'KEEFE SHARON	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032548/xslF345X03/doc4.xml
GE	0		0		1635.0	A	0		2015-04-03T21:20:25-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	DEKKERS MARIJN E	http://www.sec.gov/Archives/edgar/data/40545/000120677415001165/xslF345X03/dekkers.xml
GE	0		0		1635.0	A	0		2015-04-03T21:20:15-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	CASH JAMES I JR	http://www.sec.gov/Archives/edgar/data/40545/000120677415001164/xslF345X03/cash_form4.xml
GE	0		0		1486.0	A	0		2015-04-03T21:20:01-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	Hockfield Susan	http://www.sec.gov/Archives/edgar/data/40545/000120677415001163/xslF345X03/hockfield_form4.xml
AVIV	0		48519.0	D	0		586013.0	DDDDDDDDD	2015-04-03T21:19:38-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	EVP, GC and Secretary	Kovitz Samuel H	http://www.sec.gov/Archives/edgar/data/1447901/000120919115032547/xslF345X03/doc4.xml
GE	0		0		1783.0	A	0		2015-04-03T21:19:06-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	ROHR JAMES E	http://www.sec.gov/Archives/edgar/data/40545/000120677415001162/xslF345X03/rohr_form4.xml
AVIV	0		214431.0	D	0		2776630.0	DDDDDDDDD	2015-04-03T21:18:24-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	Chief Executive Officer	Bernfield Craig M	http://www.sec.gov/Archives/edgar/data/1472732/000120919115032546/xslF345X03/doc4.xml
GE	0		0		2477.0	A	0		2015-04-03T21:18:19-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	TISCH JAMES S	http://www.sec.gov/Archives/edgar/data/40545/000120677415001161/xslF345X03/tisch_form4.xml
AVIV	0		12323.0	D	0		0		2015-04-03T21:18:08-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	McClellan Mark B.	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032545/xslF345X03/doc4.xml
IESC	603.0	A	0		0		0		2015-04-03T21:18:04-04:00	4 - Integrated Electrical Services, Inc. (0001048268) (Issuer)	True	No Title	Luke Donald L	http://www.sec.gov/Archives/edgar/data/1048268/000104826815000019/xslF345X03/primary_doc.xml
GE	0		0		3467.0	A	0		2015-04-03T21:17:24-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	Brennan John Joseph	http://www.sec.gov/Archives/edgar/data/40545/000120677415001160/xslF345X03/brennan_form4.xml
GE	0		0		1635.0	A	0		2015-04-03T21:17:12-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	JUNG ANDREA	http://www.sec.gov/Archives/edgar/data/40545/000120677415001159/xslF345X03/jung_form4.xml
AVIV	0		15407.0	D	0		28912.0	DDDDDDD	2015-04-03T21:17:01-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	PERKS BEN W	http://www.sec.gov/Archives/edgar/data/1232756/000120919115032544/xslF345X03/doc4.xml
GE	0		0		2724.0	A	0		2015-04-03T21:16:24-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	MULVA JAMES J	http://www.sec.gov/Archives/edgar/data/40545/000120677415001158/xslF345X03/mulva_form4.xml
AVIV	0		8870.0	D	0		121280.0	DDDDD	2015-04-03T21:16:23-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	Senior VP, Real Estate	Levin Steven R.	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032543/xslF345X03/doc4.xml
AVIV	0		21653813.45	D	0		0		2015-04-03T21:15:24-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	No Title	LG Aviv L.P.	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032542/xslF345X03/doc4.xml
AVIV	0		0		0		8666.0	D	2015-04-03T21:14:37-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	SVP, Asset Management	Marshall Jeff C.	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032541/xslF345X03/doc4.xml
GE	0		0		1486.0	A	0		2015-04-03T21:14:26-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	FUDGE ANN M	http://www.sec.gov/Archives/edgar/data/40545/000120677415001157/xslF345X03/fudge.xml
GE	0		0		1635.0	A	0		2015-04-03T21:13:54-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	LANE ROBERT W	http://www.sec.gov/Archives/edgar/data/40545/000120677415001156/xslF345X03/lane_form4.xml
GE	0		0		2477.0	A	0		2015-04-03T21:13:49-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	LAZARUS ROCHELLE B	http://www.sec.gov/Archives/edgar/data/40545/000120677415001155/xslF345X03/lazarus_form4.xml
GE	0		0		2972.0	A	0		2015-04-03T21:13:27-04:00	4 - GENERAL ELECTRIC CO (0000040545) (Issuer)	True	No Title	Beattie William G	http://www.sec.gov/Archives/edgar/data/40545/000120677415001154/xslF345X03/beattie_form4.xml
AVIV	0		12323.0	D	0		0		2015-04-03T21:13:11-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	LICHTENSTEIN SUSAN R	http://www.sec.gov/Archives/edgar/data/1142012/000120919115032540/xslF345X03/doc4.xml
AVIV	0		110984.0	D	0		1290035.0	DDDDDDDDD	2015-04-03T21:13:01-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	President & COO	INSOFT STEVEN J	http://www.sec.gov/Archives/edgar/data/1195680/000120919115032539/xslF345X03/doc4.xml
AVIV	0		21653813.45	D	0		0		2015-04-03T21:12:35-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	No Title	Lindsay Robert D	http://www.sec.gov/Archives/edgar/data/1332188/000120919115032538/xslF345X03/doc4.xml
IESC	1349.0	A	0		0		0		2015-04-03T21:10:43-04:00	4 - Integrated Electrical Services, Inc. (0001048268) (Issuer)	True	No Title	Koshkin Joe D	http://www.sec.gov/Archives/edgar/data/1048268/000104826815000018/xslF345X03/primary_doc.xml
AVIV	0		21653813.45	D	0		0		2015-04-03T21:09:55-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	No Title	GOLDBERG ALAN E	http://www.sec.gov/Archives/edgar/data/1077430/000120919115032537/xslF345X03/doc4.xml
AVIV	0		12323.0	D	0		0		2015-04-03T21:09:33-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	Parrell Mark J.	http://www.sec.gov/Archives/edgar/data/1414146/000120919115032536/xslF345X03/doc4.xml
AVIV	0		13905.0	D	0		178752.0	DDDDDDDDD	2015-04-03T21:09:17-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	False	Senior VP, Investments	Kochek Joshua J.	http://www.sec.gov/Archives/edgar/data/1499686/000120919115032535/xslF345X03/doc4.xml
AVIV	0		12323.0	D	0		0		2015-04-03T21:09:07-04:00	4 - AVIV REIT, INC. (0001499686) (Issuer)	True	No Title	Roth James H	http://www.sec.gov/Archives/edgar/data/1356185/000120919115032534/xslF345X03/doc4.xml
AMGTI	760700000.0	PJJJ	0		0		0		2015-04-03T21:06:59-04:00	4 - Ameri Metro, Inc. (formerly Yellowwood) (0001534155) (Issuer)	False	No Title	MATHIAS SHAH M	http://www.sec.gov/Archives/edgar/data/1534155/000158169115000002/xslF345X03/primary_doc.xml
IESC	1136.0	A	0		0		0		2015-04-03T21:04:27-04:00	4 - Integrated Electrical Services, Inc. (0001048268) (Issuer)	True	No Title	Dowling Joseph L III	http://www.sec.gov/Archives/edgar/data/1048268/000104826815000017/xslF345X03/primary_doc.xml
RCPT	9500.0	A	0		0		0		2015-04-03T21:01:41-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	False	Senior VP & General Counsel	Christian Waage	http://www.sec.gov/Archives/edgar/data/1463729/000120919115032533/xslF345X03/doc4.xml
RCPT	7000.0	A	0		0		0		2015-04-03T21:01:41-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	False	Chief Technology Officer	Boehm Marcus F	http://www.sec.gov/Archives/edgar/data/1463729/000120919115032532/xslF345X03/doc4.xml
MDCO	16667.0	M	16667.0	S	0		16667.0	M	2015-04-03T21:01:38-04:00	4 - MEDICINES CO /DE (0001113481) (Issuer)	True	Chairman & CEO	MEANWELL CLIVE	http://www.sec.gov/Archives/edgar/data/1113481/000117911015006006/xslF345X03/edgar.xml
RCPT	32500.0	A	0		0		0		2015-04-03T21:01:30-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	True	President & CEO	Hasnain Faheem	http://www.sec.gov/Archives/edgar/data/1352620/000120919115032531/xslF345X03/doc4.xml
ICPT	3956.0	MMM	3459.0	SSSS	0		3956.0	MMM	2015-04-03T21:01:20-04:00	4 - INTERCEPT PHARMACEUTICALS INC (0001270073) (Issuer)	False	CMO and EVP - Development	Shapiro David	http://www.sec.gov/Archives/edgar/data/1270073/000114420415021237/xslF345X03/v406602_4.xml
NRF	0		450000.0	S	0		0		2015-04-03T21:01:10-04:00	4 - NORTHSTAR REALTY FINANCE CORP. (0001273801) (Issuer)	False	Chief Inv. and Op. Officer	Gilbert Daniel R	http://www.sec.gov/Archives/edgar/data/1273801/000157104915002634/xslF345X03/t1500773_gilbert-f4x3.xml
RCPT	7000.0	A	0		0		0		2015-04-03T21:01:06-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	False	Chief Scientific Officer	Peach Robert J	http://www.sec.gov/Archives/edgar/data/1463729/000120919115032530/xslF345X03/doc4.xml
ICPT	1298.0	M	39.0	S	0		1298.0	M	2015-04-03T21:01:03-04:00	4 - INTERCEPT PHARMACEUTICALS INC (0001270073) (Issuer)	False	Chief Financial Officer	Duncan Barbara Gayle	http://www.sec.gov/Archives/edgar/data/1270073/000114420415021236/xslF345X03/v406604_4.xml
RCPT	10500.0	A	0		0		0		2015-04-03T21:00:46-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	False	Chief Financial Officer	COOPER GRAHAM K	http://www.sec.gov/Archives/edgar/data/1396943/000120919115032529/xslF345X03/doc4.xml
NSAM	0		550000.0	S	0		0		2015-04-03T21:00:43-04:00	4 - NorthStar Asset Management Group Inc. (0001597503) (Issuer)	False	Chief Inv. and Op. Officer	Gilbert Daniel R	http://www.sec.gov/Archives/edgar/data/1306762/000157104915002633/xslF345X03/t1500773_gilbert-f4x2.xml
ICPT	649.0	M	0		0		649.0	M	2015-04-03T21:00:41-04:00	4 - INTERCEPT PHARMACEUTICALS INC (0001270073) (Issuer)	False	Chief Scientific Officer	Adorini Luciano	http://www.sec.gov/Archives/edgar/data/1270073/000114420415021235/xslF345X03/v406601_4.xml
RCPT	7000.0	A	0		0		0		2015-04-03T21:00:28-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	False	See Remarks	Mineo Chrysa	http://www.sec.gov/Archives/edgar/data/1463729/000120919115032528/xslF345X03/doc4.xml
RCPT	12500.0	A	0		0		0		2015-04-03T21:00:20-04:00	4 - Receptos, Inc. (0001463729) (Issuer)	False	Chief Medical Officer	Gujrathi Sheila	http://www.sec.gov/Archives/edgar/data/1463729/000120919115032527/xslF345X03/doc4.xml
ICPT	4868.0	M	157.0	S	0		4868.0	M	2015-04-03T21:00:20-04:00	4 - INTERCEPT PHARMACEUTICALS INC (0001270073) (Issuer)	True	CEO & President	Pruzanski Mark	http://www.sec.gov/Archives/edgar/data/1270073/000114420415021234/xslF345X03/v406605_4.xml
NRF	0		704073.0	GS	0		0		2015-04-03T21:00:15-04:00	4 - NORTHSTAR REALTY FINANCE CORP. (0001273801) (Issuer)	True	Chairman and CEO	HAMAMOTO DAVID T	http://www.sec.gov/Archives/edgar/data/1139257/000157104915002632/xslF345X03/t1500773_hamamoto-f4x1.xml
IESC	2130.0	A	0		0		0		2015-04-03T20:56:30-04:00	4 - Integrated Electrical Services, Inc. (0001048268) (Issuer)	True	No Title	Gendell David B.	http://www.sec.gov/Archives/edgar/data/1048268/000104826815000016/xslF345X03/primary_doc.xml
MGRC	2800.0	M	0		0		2800.0	M	2015-04-03T20:56:20-04:00	4 - MCGRATH RENTCORP (0000752714) (Issuer)	False	No Title	SMITH MORRIS RICHARD	http://www.sec.gov/Archives/edgar/data/752714/000124636015001716/xslF345X03/form.xml
MGRC	2800.0	M	0		0		2800.0	M	2015-04-03T20:56:16-04:00	4 - MCGRATH RENTCORP (0000752714) (Issuer)	False	No Title	ZECH RONALD H	http://www.sec.gov/Archives/edgar/data/752714/000124636015001715/xslF345X03/form.xml
MGRC	2800.0	M	0		0		2800.0	M	2015-04-03T20:56:12-04:00	4 - MCGRATH RENTCORP (0000752714) (Issuer)	False	No Title	STRADFORD DENNIS P	http://www.sec.gov/Archives/edgar/data/752714/000124636015001714/xslF345X03/form.xml
MGRC	2800.0	M	0		0		2800.0	M	2015-04-03T20:56:08-04:00	4 - MCGRATH RENTCORP (0000752714) (Issuer)	False	No Title	HOOD ROBERT C	http://www.sec.gov/Archives/edgar/data/752714/000124636015001713/xslF345X03/form.xml
